Name,Department,year1,year2,year3,year4,year5,Years,Graduated
Chelsea Charles,Civil Engineering,2,4.4,4,3.2,4.4,5,2014
Thompson Dan,Building Technology,2,2.4,2.8,3.6,,4,2015
Chelsea Bond,Mechganical Engineering,2,2,3.6,3.2,4,5,2014
McCoaster Cara,Building Technology,2.4,2.4,2,4.4,,4,2015
Paulinho Anabelle,Micro Biology,3.6,2.8,3.6,3.2,2.8,5,2014
Thompson James,Mining Engineering,3.2,2.8,4,3.2,,4,2015
Phelionni Hustle,Machine and Deep Engineering,4.4,2.8,2,4,,4,2015
Mizphabet Brenda,Building Technology,2.4,3.2,4.4,2.4,4,5,2014
Diego Kiki,Statistics,4.4,3.6,4.4,2,4.4,5,2014
Emerson Wayne,Bio Technology,4.4,3.6,4.4,3.6,4.4,5,2014
PyRodri Hummit,Software Programming,2.4,3.6,2.8,2.8,,4,2015
Barcelona Coutiho,Information Technology,2.8,3.2,2.4,,,3,2016
Douglas Cavati,Biochemistry,2.8,3.6,4.4,2.8,,4,2015
Henry Chris,Computer Engineering,2.4,3.2,2.4,3.6,,4,2015
Greenwich Emrican,Machine and Deep Engineering,4.4,3.6,3.2,3.6,3.2,5,2014
Smith Dan,Bio Technology,3.2,4,2.4,2.8,,4,2015
Diego Love,Physics,3.6,4.4,4.4,,,3,2016
Marcos Babbage,Biochemistry,2.4,2.4,4.4,3.6,,4,2015
Manchester Dan,Information Technology,3.6,4.4,2,2.8,2.4,5,2014
Santos Montana,Mining Engineering,4,3.6,3.6,3.6,2.4,5,2014
Gomez Dembele,Geology,2,2.4,4.4,,,3,2016
Abraham Philine,Biochemistry,4,4,2,3.2,,4,2015
Mourinho Bill,Mechganical Engineering,2.8,3.2,2.4,3.6,4,5,2014
Malcomm Brenda,Physics,2,3.2,3.2,4.4,4.4,5,2014
Kendrick Mercy,Data Analysis,4,3.2,2.8,2.4,,4,2015
Einstein Dan,Cyber Security,4,2.4,4,,,3,2016
Douglas Marla,Computer Engineering,3.2,2.4,2.8,4,4.4,5,2014
Phelionni Jack,Micro Biology,3.6,2.4,2.8,4.4,3.2,5,2014
Andrew Cavati,Building Technology,4,2.4,4.4,2,3.6,5,2014
Lorrience Bill,Cyber Security,3.6,2.8,3.2,3.6,,4,2015
Rica Shorya,Architecture,2.8,3.2,4,,,3,2016
Luke Brenda,Geology,4,3.6,4,,,3,2016
Willson James,Architecture,2.4,4.4,4.4,,,3,2016
Kendrick Charles,Data Analysis,3.6,4.4,2,,,3,2016
Sellini Philine,Physics,2,2,3.6,4,2.4,5,2014
Subdila Edward,Civil Engineering,4,3.6,3.2,,,3,2016
Phelionni Babbage,Micro Biology,4,2,4.4,2.8,3.6,5,2014
Manchester Jack,Mechganical Engineering,2.8,2,2.4,3.2,,4,2015
Donald Sandra,Computer Engineering,4,4.4,2.4,,,3,2016
Silver Brenda,Statistics,4.4,2,4,2.4,,4,2015
Henry Jordan,Computer Engineering,2,2.4,4.4,,,3,2016
Abraham Dunlop,Bio Technology,4,2.8,4,,,3,2016
McCall Jordan,Micro Biology,2.8,4,4.4,4.4,,4,2015
Sellini Coutiho,Building Technology,3.6,2.4,4,2.8,2,5,2014
Narcos White,Civil Engineering,2,4.4,4.4,,,3,2016
Thompson Burna,Geology,4.4,3.6,4.4,4,,4,2015
Mizphabet White,Geology,3.6,4.4,3.2,4.4,4,5,2014
Greenwich Chris,Biochemistry,3.6,3.2,4.4,4,,4,2015
Robert Jack,Bio Technology,3.6,4,2.4,3.2,,4,2015
Subdila Anabelle,Survey and Geo-informatics,4,4.4,2,2.8,,4,2015
Charlotte Mercy,Data Analysis,2.4,2.8,2,2.4,3.6,5,2014
Malcomm Love,Computer Engineering,4,4,4.4,,,3,2016
Mourinho Dunlop,Physics,4,2.8,4,,,3,2016
Febo Cara,Physics,3.2,3.6,4.4,,,3,2016
Robert Green,Micro Biology,4,4,4,3.6,,4,2015
Silver John,Data Analysis,2,2.8,4.4,2.4,2,5,2014
Edding Green,Computer Science,2,2.4,2.4,2,3.6,5,2014
Sellini Hummit,Data Analysis,3.6,4,3.2,3.6,3.2,5,2014
Andrew Slipey,Geology,3.2,3.2,2.4,2.8,3.2,5,2014
Einstein John,Physics,4.4,4.4,3.6,2,,4,2015
Anderson Whice,Software Programming,4.4,3.6,3.2,2,2,5,2014
Silver Philine,Architecture,3.6,2,2,2.8,3.2,5,2014
Anderson Casandra,Information Technology,3.6,2.4,4.4,3.6,4.4,5,2014
Greenwich Dembele,Data Analysis,3.2,3.6,2,2.4,4.4,5,2014
Willson Priscilia,Survey and Geo-informatics,2,4,3.2,,,3,2016
Paulinho Montana,Building Technology,2,3.2,4.4,,,3,2016
Luke Limpo,Building Technology,2.4,2.4,3.2,,,3,2016
Andrew Priscilia,Architecture,3.6,2.8,3.2,3.6,,4,2015
Hewlette Paul,Data Analysis,2.8,4,3.6,4.4,2.4,5,2014
Sellini Green,Micro Biology,3.2,3.6,2,4,4,5,2014
Hezekiah Babbage,Mining Engineering,3.6,4,2.8,,,3,2016
Ford Montana,Building Technology,3.2,2,4,3.6,,4,2015
Willson Green,Machine and Deep Engineering,2.8,3.2,3.2,2.4,,4,2015
Richard Lingard,Software Programming,3.2,3.2,4,,,3,2016
Einstein Cara,Biochemistry,2.4,2.4,4,,,3,2016
Willson Wayne,Information Technology,2.4,4.4,4.4,3.6,,4,2015
Torgan Hummit,Mechganical Engineering,4,3.2,2.8,3.2,4,5,2014
Chelsea Priscilia,Micro Biology,2.4,3.6,2,,,3,2016
Marcos Brenda,Mechganical Engineering,2,4,3.6,3.6,,4,2015
Mizphabet Marla,Computer Science,2,2,2.8,,,3,2016
Torgan Fredie,Information Technology,3.2,3.6,3.2,,,3,2016
Richard Edward,Geology,2.8,3.2,2.8,2,,4,2015
Sellini Emtee,Biochemistry,2.8,3.2,3.2,,,3,2016
Marcos Limpo,Software Programming,2.8,4.4,3.6,,,3,2016
Chelsea Esther,Micro Biology,3.6,3.2,2.4,4,3.6,5,2014
Diego Montana,Mechganical Engineering,2.4,4.4,4.4,2.8,2.4,5,2014
PyRodri Brenda,Building Technology,2.8,2.4,2.4,3.6,2.8,5,2014
Lucas Julius,Computer Science,4,4,2.8,3.2,,4,2015
Smith Emtee,Mechganical Engineering,4.4,3.2,2.8,,,3,2016
Hewlette Babbage,Survey and Geo-informatics,2.8,4,2.4,4.4,4,5,2014
Charlotte Cara,Software Programming,2.4,3.6,2,,,3,2016
Gomez John,Biochemistry,2,2.4,2.8,,,3,2016
Lucas Shorya,Civil Engineering,2.8,2.4,4.4,3.6,,4,2015
Subdila Sandra,Micro Biology,4,2.8,2.4,,,3,2016
Silver Chris,Bio Technology,4.4,2.4,3.2,2,,4,2015
Edding Chris,Bio Technology,4,4,2,3.6,2.8,5,2014
Sebastian Fredie,Software Programming,2,4,3.6,2,,4,2015
Robert Wayne,Mining Engineering,3.2,2,3.2,,,3,2016
Emerson Sandra,Mining Engineering,3.6,4,4,,,3,2016
Gomez Emrican,Statistics,4,4.4,4,,,3,2016
Charlotte Priscilia,Computer Engineering,4.4,2.4,2.8,,,3,2016
Diego Wayne,Architecture,3.2,4.4,4.4,,,3,2016
Silver Hummit,Civil Engineering,4,2.8,2.8,,,3,2016
Marcos Fredie,Building Technology,2,2.8,2.8,4.4,,4,2015
Donald Emtee,Machine and Deep Engineering,4.4,4.4,3.6,3.2,4.4,5,2014
Andrew Julius,Survey and Geo-informatics,2,2.8,2.8,2.4,,4,2015
Silver Coutiho,Physics,2.4,2.8,2,3.6,,4,2015
Santos John,Mining Engineering,2,3.6,3.6,4,,4,2015
Sebastian Berger,Computer Engineering,4.4,3.2,3.2,2,,4,2015
Einstein Babbage,Machine and Deep Engineering,3.6,2,2.8,4.4,,4,2015
Richard Emrican,Geology,3.2,4,4,,,3,2016
Chelsea Lingard,Machine and Deep Engineering,2.8,2.8,3.6,,,3,2016
Richard Charles,Mechganical Engineering,3.2,2.8,2,3.2,,4,2015
Hewlette Dunlop,Computer Science,3.2,4.4,2.4,2.4,3.6,5,2014
Honda Dembele,Cyber Security,4.4,2.8,3.6,,,3,2016
Narcos Brenda,Statistics,4.4,2.8,3.6,2,,4,2015
David Whice,Micro Biology,3.2,2.4,2.8,2.4,,4,2015
Douglas Casandra,Biochemistry,4.4,2,4,2.8,,4,2015
Lucas Justin,Mining Engineering,4,2.8,4,,,3,2016
Donald Montana,Mining Engineering,2,3.2,4,,,3,2016
